Symbol,Issue_Name,Primary_Listing_Mkt
SEOJF,Stora Enso OYJ Ordinary Shares (Finland),U
SEOTF,Seino Holdings Co Ltd Ordinary Shares (Japan),U
SEOVF,Sernova Corp Common Shares (Canada),U
SEPGF,"Supergroup Plc., Cheltenham Ordinary Shares (United Kingdom)",U
SEPGY,Superdry Plc American Depositary Receipts - Unsponsored,U
SEPI,Seaescape Entertainment Inc Common Stock,U
SEPJF,Spectris Plc Ordinary Shares,U
SEPJY,Spectris Plc Unsponsored American Depository Receipt (United Kingdom),U
SEPOF,"Blumetric Environmental, Inc. Ordiinary Shares",U
SEPZ,TrueShares Structured Outcome (September) ETF,BATS
SEQIF,Sequoia Economic Infrastructure Income Fund Ltd. PTG Shs GBP,U
SERKF,Serko Ltd Ordinary Shares (New Zealand),U
SESCF,SEASPAN CORP 7.125 Note 10/30/2027,U
SESI,SES Solar Inc. Common Stock,U
SESMF,Suess Microtec Ag Ordinary Shares,U
SESN,"Sesen Bio, Inc. Common Stock",NASDAQ
SETO,Seto Holdings Inc Common Stock,U
SETUF,Shin-Etsu Polymer Co Ltd (Japan) Ordinary Shares,U
SETY,"Star Entertainment Group, Inc. Common Stock New",U
SEVM,STS Evermedia Corporation New  Common Stock,U
SEVT,"Summit Environmental Corporation, Inc. Common Stock",U
SEXHF,Sichaun Expressway Co Ltd Ordinary Shares,U
SEYE,"Signature Eyewear, Inc. Common Stock",U
SEYMF,"Solaria Energia Y Medio Ambiente, SA Shs (Spain)",U
SEZNL,Sezzle Inc CHESS Depositary Interest representing 1 CDI to 1 Share,U
SF,Stifel Financial Corp.,NYSE
SF PRA,Stifel Financial Corp.,NYSE
SF PRB,"Stifel Financial Corp. Depositary Shares, Each Representing 1/1,000th Interest in a Share of 6.25% N",NYSE
SF PRC,"Stifel Financial Corp. Depositary Shares, Each Representing 1/1, 000th Interest in a Share of 6.125%",NYSE
SFB,Stifel Financial Corp.5.20 percent Senior Notes due 2047,NYSE
SFBC,"Sound Financial Bancorp, Inc. Common Stock",NASDAQ
SFBE,Sino Bioenergy Corp. Common Stock,U
SFBI,SFSB Inc. Common Stock,U
SFBQF,Softbank Corp Common Stock (Japan),U
SFBS,ServisFirst Bancshares Inc.,NYSE
SFBTF,Softbank Technology Corporation Tokyo Ordinary Shares (Japan),U
SFCCF,Seafco Public Co Ltd Ordinary Shares (Thailand),U
SFDL,Security Federal Corporation (SC) Common Stock,U
SFDMF,Shanghai Fudan Microelectronics Co Ltd Ordinary Shares (China),U
SFDMY,"Shanghai Fudan Microelectronics Co., Ltd. American Depository Receipt",U
SFDPF,Spark Infrastructure Group Stapled Security (Australia),U
SFE,"Safeguard Scientifics, Inc.",NYSE
SFET,Safe-T Group Ltd. American Depositary Share,NASDAQ
SFFFF,Ste Fonciere Financiere ACT (France),U
SFFLY,Schaeffler Ag American Depositary Receipts - Unsponsored (Germany),U
SFFRF,"SHEFFIELD RESOURCES LTD, Wembley WA Shs (Australia)",U
SFFYF,Signify NV Ordinary Shares (Netherlands),U
SFHD,Hui Ying Financial Holdings Corp. Common Stock,U
SFHI,"Sports Field Holdings, Inc. Com",U
SFHLF,SAF Holland SE Ordinary Shares,U
SFHY,WisdomTree U.S. Short Term High Yield Corporate Bond Fund,BATS
SFIG,WisdomTree U.S. Short Term Corporate Bond Fund,BATS
SFIGA,Star Financial Group Inc Common Stock,U
SFIIF,Skyfii Ltd Ordinary Shares (Australia),U
SFIN,"Safetek International, Inc. Common Stock",U
SFIO,"Smokefree Innotec, Inc. Common Stock (NV)",U
SFIR,Steadfast Income REIT Inc Accredited Invs Common Shares,U
SFIV,"Sector 5, Inc. Com",U
SFIX,"Stitch Fix, Inc. Class A Common Stock",NASDAQ
SFL,SFL Corporation Ltd.,NYSE
SFLM,SFLMAVEN CORP Common Stock,U
SFM,"Sprouts Farmers Market, Inc. Common Stock",NASDAQ
SFNC,Simmons First National Corporation Class A Common Stock,NASDAQ
SFNXF,Sa Sofina Ordinary Shares,U
SFOR,"Strikeforce Technologies, Inc. Common Stock",U
SFOSF,Shanghai Fosun Pharmaceutical Group Co Ltd Registered Shares (China),U
SFPCF,SNC FORMER PUBLIC CO LTD SHARES (Thailand),U
SFPI,"Santa Fe Petroleum, Inc. Common Stock",U
SFRFF,Silver Fields Resources Inc. Ordinary Shares (Canada),U
SFRGF,"Salvatore Ferragamo S.P.A., Firenze Ordinary Shares (Italy)",U
SFRGY,Salvatore Ferragamo S.P.A. Unsponsored ADR (Italy),U
SFRI,Safari Corp  .001 Common Stock,U
SFRRF,Sandfire Resources NL Ordinary Shares (Australia),U
SFRX,Seafarer Exploration Corp. Common Stock,U
SFSA,Sidney Fed Svgs & Ln Assn Common Stock,U
SFSHF,Safestore Holdings PLC Shs (United Kingdom),U
SFSLF,SFS Holding AG Heerbrugg Ordinary Shares (Swtizerland),U
SFST,"Southern First Bancshares, Inc. Common Stock",NASDAQ
SFT,"Shift Technologies, Inc. Class A Common Stock",NASDAQ
SFTBF,SOFTBANK GROUP CORP Ordinary Shares,U
SFTBY,Softbank Group American Depositary Receipts - Unsponsored,U
SFTKF,SAF TEHNIKA AS Ordinary Shares,U
SFTW,Osprey Technology Acquisition Corp.,NYSE
SFTW U,"Osprey Technology Acquisition Corp. Units, each consisting of one share of Class A Common Stock and",NYSE
SFTW WS,"Osprey Technology Acquisition Corp. Redeemable Warrants, each whole Warrant exercisable for one shar",NYSE
SFTWF,"SOFTWARE RADIO TECHNOLOGY PLC, BATH Ordinary Shares (United Kingdom)",U
SFUN,Fang Holdings Limited American Depositary Shares (each representing ten Class A Ordinary Shares),NYSE
SFWJ,Software Effective Solutions Corp. Common Stock,U
SFY,SoFi Select 500 ETF,ARCA
SFYF,SoFi Social 50 ETF,ARCA
SFYLF,Safestyle UK PLC Ordinary Shares (Jersey),U
SFYX,SoFi Next 500 ETF,ARCA
SGA,"Saga Communications, Inc. Class A Common Stock (FL)",NASDAQ
SGACF,SSGA SPDR ETFS EUROPE I PLC ACCUM SHS EXCHANGE TRADED FUND USD Ireland(IE ),U
SGAM,Seaport Global Acquisition Corp. Class A Common Stock,NASDAQ
SGAMF,Sega Sammy Holdings Inc Ordinary Shares (Japan),U
SGAMU,Seaport Global Acquisition Corp. Unit,NASDAQ
SGAMW,Seaport Global Acquisition Corp. Warrant,NASDAQ
SGAMY,Sega Sammy Holdings Inc Sponsored ADR (Japan),U
SGAPY,Singapore Telecommunications Limited Sponsored ADR New 2006 (Singapore),U
SGBAF,SES SA Global Cert Fiduciary Deposit Receipts 1-A Shs,U
SGBCF,SHANGHAI HENLIUS BIOTECH INC REGISTERED 02696 Ordinary Shares  China(CN ),U
SGBG,Signature Bank Georgia Sandy Springs Common Stock,U
SGBH,Grand China Energy Group Limited Common Shares (Canada),U
SGBI,"Sangui Biotech International, Inc. Common Stock",U
SGBLY,Standard Bank Group Limited Sponsored ADR (South Africa),U
SGBP,Syringa Bancorp (ID) Common Stock,U
SGBX,"SG Blocks, Inc. Common Stock",NASDAQ
SGC,"Superior Group of Companies, Inc. Common Stock",NASDAQ
SGCFF,Sagicor Finl Co Ltd Com (Bermuda),U
SGCPF,SOLSTICE GOLD CORP Common Shares,U
SGCRF,SAMSUNG ETFS TR S&P GSCI CRUDE OIL ER FUTURES ETF (Hong Kong),U
SGDH,"SGD Holdings, Ltd. Common Stock New",U
SGDJ,Sprott Junior Gold Miners ETF,ARCA
SGDM,Sprott Gold Miners ETF,ARCA
SGEN,Seagen Inc. Common Stock,NASDAQ
SGER,Sterling Energy Resources Inc Sterling Energy Resources Inc,U
SGFEF,Siegfried Holdings Ltd. Ordinary Shares (Switzerland),U
SGFLF,SG FLEET GROUP LTD SHS (Australia),U
SGFRF,SOLON SE Ordinary Shares SHS AFTER CAP REDUCTION (Germany Federal Republic),U
SGFY,"Signify Health, Inc.",NYSE
SGG,iPath Series B Bloomberg Sugar Subindex Total ReturnSM ETN,ARCA
SGGC,Sigma Global Corporation Common Stock,U
SGGDF,Sage Gold Inc Ordinary Shares (Canada),U
SGGEF,Sage Group Plc Ordinary Shares (UK),U
SGGFF,"Barclays Bk PLC iPath Dow Jones-UBS Sugar Subindex Total Return ETN due June 24, 2038 (United Kingdom)",U
SGGKF,Singapore Tech Engineering Ltd Ordinary Shares,U
SGGKY,Singapore Tech Engineering Ltd Unsponsored ADR (Singapore),U
SGGSF,SSGA SPDR ETFS Europe I PLC Shs Exchange Traded Fund USD (Ireland),U
SGGTF,SIGNATURE RES LTD CDA Ordinary Shares (Canada),U
SGH,"SMART Global Holdings, Inc. Ordinary Shares",NASDAQ
SGHDY,SG Holdings Co Ltd. American Depositary Receipts - Unsponsored (Japan),U
SGHHF,SG Hldgs Co Ltd Ordinary Shares (Japan),U
SGHIF,Shanghai Industrial Holdings Limited Ordinary Shares,U
SGHIY,Shanghai Industrial Holdings Limited American Depositary Shares,U
SGIC,"Strategic Rlty Tr Inc, COM (United Stated)",U
SGIL,Sunburst Acquisitions V Inc Common Stock,U
SGIOF,Shionogi & Co Ltd Ordinary Shares,U
SGIOY,Shionogi & Co Ltd Unsponsored ADR (Japan),U
SGIPF,SUGI HLDGS CO LTD SHS (Japan),U
SGLA,Sino Green Land Corporation Common Stock,U
SGLB,"Sigma Labs, Inc. Common Stock",NASDAQ
SGLBW,"Sigma Labs, Inc. Warrant",NASDAQ
SGLFF,Sgl Group Ordinary Shares,U
SGLJF,Strauss Group Ltd Ordinary Shares (Israel),U
SGLLF,RICEGROWERS LTD Ordinary Shares,U
SGLMF,Starhill Global Real Estate Investment Trust Ordinary Shares (Singapore),U
SGLN,"SurgLine International, Inc. Common Stock",U
SGLOF,FOOD & LIFE COS LTD Ordinary Shares,U
SGLRF,Spyglass Resources Corp. Common Shares (Canada),U
SGLS,"Signature Leisure, Inc. Common Stock",U
SGMA,"SigmaTron International, Inc. Common Stock",NASDAQ
SGMD,"Sugarmade, Inc. Common Stock",U
SGMLF,Sigma Lithium Corporation Ordinary Shares,U
SGMNF,Sutter Gold Mining Inc. Ordinary Shares (Canada),U
SGMO,"Sangamo Therapeutics, Inc. Common Stock",NASDAQ
SGMR,Sagamore Trading Group Inc Common Stock,U
SGMS,Scientific Games Corp Common Stock,NASDAQ
SGNI,"StemGen, Inc. Common Stock",U
SGOC,"SGOCO Group, Ltd Ordinary Shares (Cayman Islands)",NASDAQ
SGOL,Aberdeen Standard Physical Gold Shares ETF,ARCA
SGOO,SNOOGOO CORP Common Stock,U
SGOU,Strong Solutions Inc Common Stock,U
SGOV,iShares 0-3 Month Treasury Bond ETF,ARCA
SGPBY,Selangor Properties Berhad Unsponsored ADR,U
SGPLF,SAGA PLC Ordinary Shares,U
SGPPF,Spar Group Ltd Pinetown Ordinary Shares (South Africa),U
SGPPY,Spar Group Ltd Pinetown Unsponsored ADR (South Africa),U
SGPRF,Singapore Press Holdings Ltd Ordinary Shares (Singapore),U
SGPRY,Singapore Press Holdings Ltd Unsponsored ADR (Singapore),U
SGPYY,Sage Group Plc Unsponsored ADR (UK),U
SGQRF,SouthGobi Resources Ltd. Common Shares (Canada),U
SGRB,SigmaBroadband Co. Common,U
SGRCF,San Gold Corporation Common Shares (Canada),U
SGRP,"SPAR Group, Inc. Common Stock",NASDAQ
SGRRF,Spring Real Estate Invt Tr Unit Trust Fund Mgr (Hong Kong),U
SGRY,"Surgery Partners, Inc. Common Stock",NASDAQ
SGRZ,"Stonepath Group, Inc. Common Stock",U
SGSI,"Spectrum Global Solutions, Inc. Common Stock",U
SGSOF,SGS Ltd Ordinary Shares (Switzerland),U
SGSOY,SGS SA ADR (Switzerland),U
SGSPF,SSGA SPDR ETFS EUROPE I PLC SHS EXCHANGE TRADED FUND USD (Ireland),U
SGSSF,SSGA SPDR ETFS EUROPE I PLC BARCLAYS 0-5 YR US HIGH YLD BD UCITS USD  Exchange Traded Fund  Ireland(IE),U
SGSUF,SANGETSU CORP Ordinary Shares,U
SGSVF,Sabina Gold & Silver Corporation Ordinary Shares (Canada),U
SGTB,Suggestion Box Inc Common Stock,U
SGTI,"Shengtai Pharmaceutical, Inc.  Common Stock",U
SGTM,SUSTAINABLE GREEN TEAM LTD Common Stock,U
SGTN,"Soligen Technologies, Inc. Common Stock",U
SGTPY,Surgutneftegas PJSC American Depositary Receipts - Sponsored,U
SGTSY,Singulus Technologies Ag Ord American Depositary Receipts - Unsponsored,U
SGTX,"Sigilon Therapeutics, Inc. Common Stock",NASDAQ
SGTZY,Surgutneftegas PJSC. American Depositary Receipts - Sponsored,U
SGU,"Star Group, L.P. Common Units Representing Limited Partner Interest",NYSE
SGUJ,Saguaro Holdings Corp,U
SGXXF,Sound Global Limited Ordinary Shares (Singapore),U
SGYI,"Strategy International Insurance Group, Inc. Common Stock",U
SH,ProShares Short S&P500,ARCA
SHABF,Shaftesbury Plc Ordinary Shares (United Kingdom),U
SHAC,SCP & CO Healthcare Acquisition Company Class A Common Stock,NASDAQ
SHACU,SCP & CO Healthcare Acquisition Company Unit,NASDAQ
SHACW,SCP & CO Healthcare Acquisition Company Warrant,NASDAQ
SHAG,WisdomTree Yield Enhanced U.S. Short-Term Aggregate Bond Fund,BATS
SHAK,Shake Shack Inc.,NYSE
SHALF,Shangri-La Asia Ltd Ord Ordinary Shares,U
SHALY,Shangri-La Asia Ltd Ord American Depositary Shares,U
SHANF,Shandong Molomg Petroleum Machinery Co Ltd -H- Shares (China),U
SHANY,Shandong Molomg Petroleum Machinery Co Ltd Unsponsored ADR (China),U
SHAOF,Shimamura Corp Ordinary Shares (Japan),U
SHASF,Shamaran Petroleum Corporation Ordinary Shares (Canada),U
SHAUF,Saha-Union Public Co Ltd. NVDR Shares (Thailand),U
SHAVF,Scottish American Investment Co Plc Ordinary Shares (United Kingdom),U
SHBI,Shore Bancshares Inc Common Stock,NASDAQ
SHBTF,Shanghai Haohai Biological Technology Co Ltd Ordinary Shares  (China),U
SHC,Sotera Health Company Common Stock,NASDAQ
SHCAF,Sharp Corp (Osaka) Ordinary Shares,U
SHCAY,Sharp Corp (Osaka) American Depositary Receipts - Unsponsored,U
SHCC,Shi Corporation Common Stock,U
SHCMF,"Search Minerals, Inc. Ordinary Shares (Canada)",U
SHCR,"Sharecare, Inc. Class A Common Stock",NASDAQ
SHCRW,"Sharecare, Inc. Warrant",NASDAQ
SHDC,Surety Holdings Corporation Common Stock,U
SHDNF,Efora Energy Ltd. Ordinary Shares,U
SHE,SPDR SSGA Gender Diversity Index ETF,ARCA
SHECF,Shin-Etsu Chemical Co Ltd Ordinary Shares,U
SHECY,Shin-Etsu Chemical Co Ltd Unsponsored ADR (Japan),U
SHEGF,SHINKO ELECTRIC INDUSTRIES CO LTD Ordinary Shares Japan(JP ),U
SHEN,Shenandoah Telecommunications Co Common Stock,NASDAQ
SHERF,Sherritt Intl Copr Restr Vtg Ordinary Shares,U
SHEZF,Shenzhen Hepalink Pharmaceutical Group Co Ltd. Registered Shares (China),U
SHG,Shinhan Financial Group Co Ltd,NYSE
SHGDF,Star Diamond Corporation Ordinary Shares,U
SHGKY,Sun Hung Kai & Co Ltd ADR,U
SHGP,Sharpe Resource Corporation Ordinary Shares (Canada),U
SHGR,Success Holding Group Corp. USA Common Stock,U
SHGXF,Shenguan Holdings Group Ltd Ordinary Shares (Cayman Islands),U
SHGXY,Shenguan Holdings Group Ltd Unsponsored ADR (Hong Kong),U
SHGY,SearchGuy.com Inc. Common Stock,U
SHHFF,SCHIEHALLION FD LTD Ordinary Shares,U
SHHLF,SANG HING HLDGS (INTERNATIONAL) LTD Ordinary Shares,U
SHI,"Sinopec Shanghai Petrochemical Co., Ltd.",NYSE
SHIEF,Shield Therapeutics PLC Ordinary Shares (United Kingdom),U
SHIOF,SHINOKEN GROUP CO LTD Ordinary Shares,U
SHIP,Seanergy Maritime Holdings Corp Common Stock,NASDAQ
SHIPW,Seanergy Maritime Holdings Corp Class A Warrants,NASDAQ
SHIPZ,Seanergy Maritime Holdings Corp Class B Warrant,NASDAQ
SHJBF,SHANGHAI JUNSHI BIOSCIENCES CO LTD SHARES H 01877 (China),U
SHKBF,SHIBUYA KOGYO CO LTD SHS (Japan),U
SHKEF,SAHAKOL EQUIP PUB CO LTD SHARES (Thailand),U
SHKLF,SINOTRUK HONG KONG LTD SHS (Hong Kong),U
SHKLY,Sinotruk Hong Kong Ltd Unsponsored ADR (Hong Kong),U
SHKRF,BRIGHTSTAR RES LTD Ordinary Shares,U
SHLAF,Schindler Holding Ag Hergiswil Partn Ctfs (Switzerland),U
SHLD,Victory Portfolios II VictoryShares Protect America ETF,NASDAQ
SHLDQ,Sears Holdings Corporation Common Stock,U
SHLLF,Shelf Drilling Ltd Ordinary Shares (Cayman Islands),U
SHLRF,Schindler Holding Ag Hergiswil Namen -Akt Shares (Switzerland),U
SHLS,"Shoals Technologies Group, Inc. Class A Common Stock",NASDAQ
SHLX,"Shell Midstream Partners, L.P.",NYSE
SHM,SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond ETF,ARCA
SHMAY,Shimao Group Holdings Ltd. American Depositary Receipts - Unsponsored,U
SHMCF,Renewi PLC Ordinary Shares,U
SHMDF,Shimano Inds Ordinary Shares,U
SHMMF,SAHAMIT MACHINERY PCL PUB CO LTD UNITS NON -VOTING DEPOSITORY RECEIPTS (Thailand),U
SHMN,"SOHM, Inc. Common Stock",U
SHMP,NaturalShrimp Incorporated Common Stock,U
SHMSY,Shimao Services Holdings Ltd. American Depositary Receipts - Unsponsored (Cayman Islands),U
SHMTF,SAHAMITR PRESSURE CONTAINER PUBLIC CO LTD SHARES (Thailand),U
SHMUF,Shimizu Corp Ord Ordinary Shares,U
SHMUY,Shimizu Corp Ord Unsponsored ADR (Japan),U
SHMY,SYNERGY EMPIRE LTD Common Stock,U
SHMZF,Shimadzu Corp Ordinary Shares,U
SHNJF,Rogue Baron PLC Ordinary Shares (United Kingdom),U
SHNL,"Shentang International, Inc. Common Stock",U
SHNUF,"In Touch Holdings Pub. Co., Ltd. Ordinary Shares (Thailand)",U
SHNWF,Schroders PLC Ordinary Vtg Shares GBP1 (United Kingdom),U
SHNXY,Shandong Xinhua Pharmaceutical Co Ltd ADR Unsponsored (China),U
SHO,"Sunstone Hotel Investors, Inc.",NYSE
SHO PRF,"Sunstone Hotel Investors, Inc.  6.450% Series F Cumulative Redeemable Preferred Stock",NYSE
SHO PRH,"Sunstone Hotel Investors, Inc. 6.125% Series H Cumulative Redeemable Preferred Stock",NYSE
SHOFF,Shoei Co Ltd Ordinary Shares (Japan),U
SHOLF,Stadio Holdings Ltd Ordinary Shares (South Africa),U
SHOM,"Southern Home Medical, Inc. Common Stock",U
SHOO,"Steven Madden, Ltd. Common Stock",NASDAQ
SHOP,Shopify Inc. Class A subordinate voting shares,NYSE
SHOUY,Shougang Fushan Resources Group Limited Unsponsored ADR (Hong Kong),U
SHPHF,Sihuan Pharmaceutical Holdings Group Ltd. Ordinary Shares (Bermuda),U
SHPHY,Sihuan Pharmaceutical Holdings Group Ltd. Unsponsored ADR (Bermuda),U
SHPMF,"Shanghai Pharmaceuticals Holdings Co., Ltd. Ordinary Shares H (China)",U
SHPMY,"Shanghai Pharmaceuticals Holdings Co., Ltd. Unsponsored ADR (China)",U
SHPNF,Shoal Point Energy Ltd. Common Shares,U
SHPOF,Shin Poong Pharmaceutical Co Ltd. Ordinary Shares (South Korea),U
SHPPF,SHOP APOTHEKE EUROPE NV Ordinary Shares,U
SHPPY,Sophos Group PLC American Depositary Receipts - Unsponsored (United Kingdom),U
SHQAU,Shelter Acquisition Corporation I Units,NASDAQ
SHRG,Sharing Services Global Corp. Common Stock,U
SHRRF,S HOTELS & RESORTS PUB CO LTD LOCAL SHARES (Thailand),U
SHRSF,iShares II PLC Govt Bond 7-10yr UCITS Exchange Traded Fund EUR Dist (Ireland),U
SHSMF,Shima Seiki Manufacturing Ltd Ordinary Shares (Japan),U
SHSP,"SharpSpring, Inc. Common Stock",NASDAQ
SHTDF,Sinopharm Group Co. Ltd Ordinary Shares (China),U
SHTDY,Sinopharm Group Co. Ltd Unsponsored ADR (China),U
SHTGF,Shun Tak Holdings Ltd Ordinary Shares,U
SHTLF,SOUTH32 LTD Ordinary Shares (Australia),U
SHTPF,S HOTELS & RESORTS PUB CO LTD Ordinary Shares,U
SHTRF,Sunlight Real Estate Investment Trust Units (Hong Kong),U
SHUFF,Shufersal Ltd Shs B Ordinary Shares,U
SHUNF,SHUNFENG INTL CLEAN ENERGY LTD  Ordinary Shares,U
SHUS,Syntax Stratified U.S. Total Market Hedged ETF,ARCA
SHV,iShares Short Treasury Bond ETF,NASDAQ
SHVLF,Starcore International Mines Ltd Ordinary Shares (Canada),U
SHVTF,Select Harvests Limited Ordinary Shares (Australia),U
SHW,The Sherwin-Williams Company,NYSE
SHWDF,Showa Denko Kk Ordinary Shares,U
SHWDY,Showa Denko Kk American Depositary Receipts - Unsponsored,U
SHWGF,Shandong Weigao Group Medical Polymer Co Ltd Shares -H- (China),U
SHWGY,Shandong Weigao Group Medical Polymer Co Ltd Unsponsored American Depository Receipt REPSTG SHS H (China),U
SHWK,Seahawk Deep Ocean Technology Inc Common Stock,U
SHWZ,Medicine Man Technologies Inc Common Stock,U
SHXWF,Xinhua Winshare Publishing & Media Co. Ltd Ordinary shares (China),U
SHY,iShares 1-3 Year Treasury Bond ETF,NASDAQ
SHYD,VanEck Vectors Short High Yield Muni ETF,BATS
SHYF,"The Shyft Group, Inc. Common Stock",NASDAQ
SHYG,iShares 0-5 Year High Yield Corporate Bond ETF,ARCA
SHYL,Xtrackers Short Duration High Yield Bond ETF,ARCA
SHYMF,Nala Digital Comm Ltd Ordinary Shares,U
SHYYF,Shakeys Pizza Asia Ventures Inc Ordinary Shares (Philippines),U
SHZHY,SHENZHOU INTL GROUP HLDGS LTD American Depositary Receipts - Unsponsored,U
SHZNF,Shenzhen Express Co Ltd H Shs Ordinary Shares,U
SHZNY,Shenzhen Express Co Ltd H Shs Unsponsored ADR (China),U
SHZUY,Shizuoka Bank Limited ADR,U
SI,Silvergate Capital Corporation,NYSE
SIACF,STAR ASIA INVT CORP SHS  (Japan),U
SIAF,Sino Agro Food Inc Common Stock,U
SIBE,"Sibling Group Holdings, Inc. Common Stock",U
SIBN,"SI-BONE, Inc. Common Stock",NASDAQ
SIC,"Select Interior Concepts, Inc. Class A Common Stock",NASDAQ
SICNF,Sokoman Minerals Corp Common Shares,U
SICRF,Simcorp A/S Ordinary Shares (Denmark),U
SID,Companhia Siderurgica Nacional S.A. (CSN),NYSE
SIDGQ,"Stamford Industrial Group, Inc. NEW Common Stock",U
SIEB,Siebert Financial Corp. Common Stock,NASDAQ
SIEGY,Siemens AG American Depositary Shares,U
SIELY,Shanghai Electric Group Co Ltd Unsponsored ADR (China),U
SIEN,"Sientra, Inc. Common Stock",NASDAQ
SIERF,SIERRA GROWTH CORP Ordinary Shares,U
SIETY,D IETEREN GROUP American Depositary Receipts - Unsponsored,U
SIEVF,D IETEREN GROUP NV Ordinary Shares,U
SIF,"SIFCO Industries, Inc.",AMEX
SIFY,Sify Technologies Limited American Depositary Shares,NASDAQ
SIG,Signet Jewelers Limited,NYSE
SIGA,SIGA Technologies Inc. Common Stock,NASDAQ
SIGCY,SIG COMBIBLOC GROUP ADR - Unsponsored (Switzerland),U
SIGI,"Selective Insurance Group, Inc. Common Stock",NASDAQ
SIGIP,"Selective Insurance Group, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B",NASDAQ
SIGL,"Signal Advance, Inc. Common Stock",U
SIGN,"Signet International Holdings, Inc. Common Stock",U
SIGO,Sunset Island Group Inc Common Stock,U
SIGP,SigmaRenoPro Inc Common Stock,U
SIGRF,SLIGRO FOOD GROUP Shs (Netherlands),U
SIGY,"Sigyn Therapeutics, Inc. Common Stock",U
SIHBY,Shenzhen Investment Holdings Bay Area Development Company Limited American Depositary Receipts - Sponsored,U
SII,Sprott Inc.,NYSE
SIII,"Strategic Internet Investments, Inc. Common Stock",U
SIIXF,SIIX CORP OSAKA SHS (Japan),U
SIJ,ProShares UltraShort Industrials,ARCA
SIJDF,Ste Industrielle D Aviation Latecoere SA Ordinary Shares (France),U
SIKTF,SUMO INDO KABEL TBK PT Ordinary Shares,U
SIL,Global X Silver Miners ETF (NEW),ARCA
SILC,Silicom Ltd Ordinary Shares,NASDAQ
SILDF,Sintokogio Ltd Ordinary Shares,U
SILEF,SILVER ELEPHANT MNG CORP Common Shares,U
SILFF,Silo Wellness Inc Common Shares (Canada),U
SILJ,ETFMG Prime Junior Silver Miners ETF,ARCA
SILK,"Silk Road Medical, Inc. Common Stock",NASDAQ
SILLF,Sarin Technologies Ltd Ordinary Shares (Israel),U
SILO,SILO PHARMA INC Common Stock,U
SILS,Silver Scott Mines Inc Unclassified,U
SILV,SilverCrest Metals Inc. Common Shares,AMEX
SILX,ETFMG Prime 2x Daily Junior Silver Miners ETF,ARCA
SILXF,Silex Systems Ltd Ordinary Shares,U
SILXY,Silex Systems Ltd American Depositary Shares,U
SIM,"Groupo Simec, S.A.B de C.V.",AMEX
SIMA,"Sonics & Materials, Inc. Common Stock",U
SIMC,"Simclar, Inc. Common Stock",U
SIMEF,Sime Darby Property Berhad Ordinary Shares (Malaysia),U
SIMLD,BREWBILT BREWING CO Common Stock,U
SIMO,Silicon Motion Technology Corporation American Depositary Shares,NASDAQ
